scraped_at,region,property_type,transaction_type,title,price,price_display,currency,bedrooms,bathrooms,carpark,size_sqft,area,state,full_address,furnishing,seller_name,seller_type,listing_url
2026-05-29T16:41:18.019733+00:00,johor,apartment,For Sale,Full Loan Bistari Impian Apartment High Floor Basic Renovated G&G,365000.0,"RM 365,000",MYR,3,2,,1076,Johor Bahru,Johor,"Jalan Serantau, Off Jalan Dato Jaafar, 80350 Johor Bahru, Johor",,,,https://www.mudah.my/full-loan-bistari-impian-apartment-high-floor-basic-renovated-g-g-114880517.htm
2026-05-29T16:40:42.969275+00:00,johor,apartment,For Sale,Centra Residences Nasa City Renovated and full furnish Apartment,600000.0,"RM 600,000",MYR,4,4,,1690,Johor Bahru,Johor,"Jalan Palma Perak 1, Nasa City, 81100 Johor Bahru, Johor",,,,https://www.mudah.my/centra-residences-nasa-city-renovated-and-full-furnish-apartment-113588109.htm
2026-05-29T16:40:02.822824+00:00,johor,apartment,For Sale,Full Loan Apartment Denai Nusantara Gelang Patah Tuas Corner Unit,330000.0,"RM 330,000",MYR,3,2,,1000,Gelang Patah,Johor,,,,,https://www.mudah.my/full-loan-apartment-denai-nusantara-gelang-patah-tuas-corner-unit-114880704.htm
2026-05-29T16:39:21.306001+00:00,johor,apartment,For Sale,Sale Tmn Rinting Apartment Flat Masai 3room low cost flat Ketapang 185,185000.0,"RM 185,000",MYR,3,2,,600,Masai,Johor,"Jalan Ketapang 10, Taman Rinting, 81750 Masai, Johor",,,,https://www.mudah.my/sale-tmn-rinting-apartment-flat-masai-3room-low-cost-flat-ketapang-185-114880693.htm
2026-05-29T16:39:21.113922+00:00,johor,apartment,For Sale,"Gelang Patah, Nusa Height, 3 Bedrooms Apartment",450000.0,"RM 450,000",MYR,3,2,,1042,Iskandar Puteri,Johor,"Jalan Gelang Patah, Taman Nusa Puncak, 81550 Iskandar Puteri, Johor",,,,https://www.mudah.my/gelang-patah-nusa-height-3-bedrooms-apartment-114880734.htm
2026-05-29T16:37:29.398389+00:00,johor,apartment,For Sale,"Sky View Apartment @ Bukit Indah, Near Bus Stop, Renovated",349000.0,"RM 349,000",MYR,1,1,,538,Iskandar Puteri,Johor,"Jalan Indah 25/2, Taman Bukit Indah 2 , 81200 Iskandar Puteri, Johor",,,,https://www.mudah.my/sky-view-apartment-bukit-indah-near-bus-stop-renovated-114881572.htm
2026-05-29T16:37:28.554377+00:00,johor,apartment,For Sale,"Apartment D Inspire @ Nusa Bestari, Bukit Indah",388000.0,"RM 388,000",MYR,2,2,,895,Johor Bahru,Johor,"Jalan Bestari, 15/2, Taman Nusa Bestari, 81300 Johor Bahru, Johor",,,,https://www.mudah.my/apartment-d-inspire-nusa-bestari-bukit-indah-114271642.htm
2026-05-29T16:37:28.294372+00:00,johor,apartment,For Sale,Full loan d summit apartments setia tropika bandar dato onn kempas,385000.0,"RM 385,000",MYR,3,2,,958,Tampoi,Johor,About Taman Desa Kempas,,,,https://www.mudah.my/full-loan-d-summit-apartments-setia-tropika-bandar-dato-onn-kempas-114881926.htm
2026-05-29T16:33:09.213210+00:00,johor,apartment,For Sale,Pangsapuri Merak Kangkar pulai flat,138000.0,"RM 138,000",MYR,2,1,,505,Johor Bahru,Johor,"Jalan Pulai Harmoni 1, Bandar Baru Kangkar Pulai, 81110 Johor Bahru, Johor",,,,https://www.mudah.my/pangsapuri-merak-kangkar-pulai-flat-114881073.htm
2026-05-29T16:33:08.028198+00:00,johor,apartment,For Sale,"Sky View Apartment @ Bukit Indah, Near Bus Stop, 2 carparks, Renovated",480000.0,"RM 480,000",MYR,2,2,,871,Iskandar Puteri,Johor,"Jalan Indah 25/2, Taman Bukit Indah 2 , 81200 Iskandar Puteri, Johor",,,,https://www.mudah.my/sky-view-apartment-bukit-indah-near-bus-stop-2-carparks-renovated-114881571.htm
2026-05-29T16:32:09.134981+00:00,johor,apartment,For Sale,"Full Loan + Cash Out, Taman Bukit Mewah , Paradigm Mall 3 Bed Apartmen",368000.0,"RM 368,000",MYR,3,3,,1261,Johor Bahru,Johor,"Full Loan + Cash Out, Taman Bukit Mewah , Paradigm Mall 3 Bed Apartmen",,,,https://www.mudah.my/full-loan-cash-out-taman-bukit-mewah-paradigm-mall-3-bed-apartmen-114881348.htm
2026-05-29T16:31:03.372213+00:00,johor,apartment,For Sale,"APARTMENT VILLA KRYSTAL, BDR SELESA JAYA, SKUDAI - Level 12 / 4 BILIK",265000.0,"RM 265,000",MYR,4,2,,920,Skudai,Johor,"Jalan Silat Lincah, Bandar Selesa Jaya, 81300 Skudai, Johor",,,,https://www.mudah.my/apartment-villa-krystal-bdr-selesa-jaya-skudai-level-12-4-bilik-114337230.htm
2026-05-29T16:31:02.784202+00:00,johor,apartment,For Sale,Dato Onn Low Medium Cost Apartment for Sale,330000.0,"RM 330,000",MYR,3,2,,850,Johor Bahru,Johor,"Jalan Dato Onn 3, Bandar Dato Onn, 81100 Johor Bahru, Johor",,,,https://www.mudah.my/dato-onn-low-medium-cost-apartment-for-sale-114881728.htm
2026-05-29T16:31:02.388203+00:00,johor,apartment,For Sale,Full loan d ambience residence apartments permas jaya megai ria masai,345000.0,"RM 345,000",MYR,2,2,,876,Permas Jaya,Johor,"Jalan Permas 10, Bandar Baru Permas Jaya, 81750 Permas Jaya, Johor",,,,https://www.mudah.my/full-loan-d-ambience-residence-apartments-permas-jaya-megai-ria-masai-114881591.htm
2026-05-29T16:31:02.101196+00:00,johor,apartment,For Sale,Taman Rinting Ria Apartment For Sale,210000.0,"RM 210,000",MYR,3,2,,880,Masai,Johor,Taman Rinting Ria Apartment For Sale,,,,https://www.mudah.my/taman-rinting-ria-apartment-for-sale-114882388.htm
2026-05-29T16:30:40.102786+00:00,johor,apartment,For Sale,Full loan austin perdana low floor apartments mount austin desa tebrau,268000.0,"RM 268,000",MYR,1,1,,538,Johor Bahru,Johor,"Jalan Mutiara Emas 9/23, Taman Mount Austin, 81100 Johor Bahru, Johor",,,,https://www.mudah.my/full-loan-austin-perdana-low-floor-apartments-mount-austin-desa-tebrau-114881342.htm
2026-05-29T16:22:07.586161+00:00,johor,apartment,For Sale,"Full Loan Sri Akasia Apartment Tampoi Indah, Renovated",368000.0,"RM 368,000",MYR,3,2,,1028,Johor Bahru,Johor,"Jalan Titiwangsa Utama, Taman Tampoi Indah, 81200 Johor Bahru, Johor",,,,https://www.mudah.my/full-loan-sri-akasia-apartment-tampoi-indah-renovated-114256377.htm
2026-05-29T16:22:06.980154+00:00,johor,apartment,For Sale,"Full Loan Taman Seri Molek Perdana Apartment, Saujana, Plentong",298000.0,"RM 298,000",MYR,3,2,,1000,Johor Bahru,Johor,"Full Loan Taman Seri Molek Perdana Apartment, Saujana, Plentong",,,,https://www.mudah.my/full-loan-taman-seri-molek-perdana-apartment-saujana-plentong-114807972.htm
2026-05-29T16:22:05.817143+00:00,johor,apartment,For Sale,Full Loan Nusa Perdana Service Apartment @ Gelang Patah,318000.0,"RM 318,000",MYR,3,2,,904,Gelang Patah,Johor,"Jalan Nusa Perdana, Taman Nusa Perintis, 81550 Gelang Patah, Johor",,,,https://www.mudah.my/full-loan-nusa-perdana-service-apartment-gelang-patah-114883154.htm
2026-05-29T16:21:55.883754+00:00,johor,apartment,For Sale,"Full Loan Ria 2 Medium Cost Apartment, Taman Megah Ria, Masai",200000.0,"RM 200,000",MYR,3,2,,807,Masai,Johor,"Full Loan Ria 2 Medium Cost Apartment, Taman Megah Ria, Masai",,,,https://www.mudah.my/full-loan-ria-2-medium-cost-apartment-taman-megah-ria-masai-114882952.htm
2026-05-29T16:21:43.470653+00:00,johor,apartment,For Sale,"Full Loan Bayu Puteri 2 Apartment @ Permas Jaya, Masai, Near CIQ",330000.0,"RM 330,000",MYR,3,2,,900,Johor Bahru,Johor,"Jalan Bayu Puteri 1, Taman Bayu Puteri, 80150 Johor Bahru, Johor",,,,https://www.mudah.my/full-loan-bayu-puteri-2-apartment-permas-jaya-masai-near-ciq-114785765.htm
2026-05-29T16:20:54.087237+00:00,johor,apartment,For Sale,Full loan nusa height apartments gelang patah iskandar puteri,448000.0,"RM 448,000",MYR,3,2,,1050,Gelang Patah,Johor,About Taman Nusa Heights 1,,,,https://www.mudah.my/full-loan-nusa-height-apartments-gelang-patah-iskandar-puteri-114882828.htm
2026-05-29T16:20:52.582225+00:00,johor,apartment,For Sale,Johor Bahru Taman Bayu Puteri L.M.Cost Bayu Puteri 2 Apartment Level 2,238000.0,"RM 238,000",MYR,3,2,,904,Johor Bahru,Johor,Johor Bahru Taman Bayu Puteri L.M.Cost Bayu Puteri 2 Apartment Level 2,,,,https://www.mudah.my/johor-bahru-taman-bayu-puteri-l-m-cost-bayu-puteri-2-apartment-level-2-114825141.htm
2026-05-29T16:19:56.086142+00:00,johor,apartment,For Sale,4 Bedrooms Apartment Senai Near Kempas & Setia Tropika | Freehold,312800.0,"RM 312,800",MYR,4,3,,1036,Senai,Johor,"Jalan Scientex Jaya 18, Taman Scientex, 81400 Senai, Johor",,,,https://www.mudah.my/4-bedrooms-apartment-senai-near-kempas-setia-tropika-freehold-114843022.htm
2026-05-29T16:18:50.441855+00:00,johor,apartment,For Sale,Full loan d summit low cost apartments kempas utama bandar dato onn,335000.0,"RM 335,000 per month",MYR,2,2,,764,Tampoi,Johor,About Taman Kempas,,,,https://www.mudah.my/full-loan-d-summit-low-cost-apartments-kempas-utama-bandar-dato-onn-114882491.htm
2026-05-29T16:18:49.301494+00:00,johor,apartment,For Sale,Freehold High-End Apartment at Dato Onn | Non Bumi Can Buy | Full Loan,399000.0,"RM 399,000",MYR,2,2,,947,Johor Bahru,Johor,,,,,https://www.mudah.my/freehold-high-end-apartment-at-dato-onn-non-bumi-can-buy-full-loan-113396561.htm
2026-05-29T16:18:44.663053+00:00,johor,apartment,For Sale,Full Loan Larkin @ Seasons Luxury Apartments 2 Bed Unblock View Ciq,380000.0,"RM 380,000",MYR,2,2,,853,Johor Bahru,Johor,"Jalan Larkin, Taman Dato Onn, 80350 Johor Bahru, Johor",,,,https://www.mudah.my/full-loan-larkin-seasons-luxury-apartments-2-bed-unblock-view-ciq-114882652.htm
2026-05-29T16:13:55.196021+00:00,johor,apartment,For Sale,"Pangsapuri Ria, Taman D'utama, townhouse, 3 bedrooms upper level",408000.0,"RM 408,000",MYR,3,2,,1216,Johor Bahru,Johor,"Pangsapuri Ria, Taman D'utama, townhouse, 3 bedrooms upper level",,,,https://www.mudah.my/pangsapuri-ria-taman-d-utama-townhouse-3-bedrooms-upper-level-114883795.htm
2026-05-29T16:13:53.461004+00:00,johor,apartment,For Sale,Johor Bahru Taman Kempas Indah D'Secret Garden Apartment Ground Floor,448000.0,"RM 448,000",MYR,2,2,,1098,Johor Bahru,Johor,Johor Bahru Taman Kempas Indah D'Secret Garden Apartment Ground Floor,,,,https://www.mudah.my/johor-bahru-taman-kempas-indah-d-secret-garden-apartment-ground-floor-114724528.htm
2026-05-29T16:13:51.165323+00:00,johor,apartment,For Sale,Sri Awana Apartment Cheaper Market,310000.0,"RM 310,000",MYR,3,2,,1100,Johor Bahru,Johor,"Jalan Silat Lincah, Taman Selesa Jaya, 81300 Johor Bahru, Johor",,,,https://www.mudah.my/sri-awana-apartment-cheaper-market-113478305.htm
2026-05-29T16:13:50.115262+00:00,johor,apartment,For Sale,Gelang Patah Kampung Melayu L.M.Cost Denai Nusantara Apartment,358000.0,"RM 358,000",MYR,3,2,,1013,Gelang Patah,Johor,,,,,https://www.mudah.my/gelang-patah-kampung-melayu-l-m-cost-denai-nusantara-apartment-114710144.htm
2026-05-29T16:13:48.253068+00:00,johor,apartment,For Sale,Skudai Taman Sri Yaakob Jalan Putra Shop Service Apartment Level 1,188000.0,"RM 188,000",MYR,2,1,,700,Skudai,Johor,Skudai Taman Sri Yaakob Jalan Putra Shop Service Apartment Level 1,,,,https://www.mudah.my/skudai-taman-sri-yaakob-jalan-putra-shop-service-apartment-level-1-114837792.htm
2026-05-29T16:13:47.810069+00:00,johor,apartment,For Sale,Permas Jaya @ Pan Vista Apartment for Sale,458000.0,"RM 458,000",MYR,4,2,,1200,Masai,Johor,"Jalan Permas 7, Bandar Baru Permas Jaya, 81750 Masai, Johor",,,,https://www.mudah.my/permas-jaya-pan-vista-apartment-for-sale-114883806.htm
2026-05-29T16:13:46.918056+00:00,johor,apartment,For Sale,MERIDIAN BAYVUE NON BUMI APARTMENT SIERRA PERDANA MASAI - For Sale,380000.0,"RM 380,000",MYR,3,2,,980,Masai,Johor,"Off JB East Coast Pkwy, Taman Sierra Perdana, 81750 Masai, Johor",,,,https://www.mudah.my/meridian-bayvue-non-bumi-apartment-sierra-perdana-masai-for-sale-108737077.htm
2026-05-29T16:13:46.019052+00:00,johor,apartment,For Sale,"Fully furnished Studio Apartment, Prima Regency Masai.",220000.0,"RM 220,000",MYR,1,1,,560,Johor Bahru,Johor,"Jalan Masai Baru, 81100 Johor Bahru, Johor",,,,https://www.mudah.my/fully-furnished-studio-apartment-prima-regency-masai-114883870.htm
2026-05-29T16:13:45.500047+00:00,johor,apartment,For Sale,Full Loan Cash Out Ria Apartment 3 Bedrooms w Pool Megah Ria Masai,200000.0,"RM 200,000",MYR,3,2,,807,Masai,Johor,About Apartment Ria 2 @ Taman Megah Ria Masai,,,,https://www.mudah.my/full-loan-cash-out-ria-apartment-3-bedrooms-w-pool-megah-ria-masai-114883841.htm
2026-05-29T16:13:44.571037+00:00,johor,apartment,For Sale,prima regency apartment full loan full loan for sales,370000.0,"RM 370,000",MYR,3,2,,1065,Johor Bahru,Johor,"Jalan Masai Baru, 81100 Johor Bahru, Johor",,,,https://www.mudah.my/prima-regency-apartment-full-loan-full-loan-for-sales-114883848.htm
2026-05-29T16:13:41.036007+00:00,johor,apartment,For Sale,Tampoi Taman Tampoi Indah Jalan Mawar Park Avanue Shop Lot Apartment,198000.0,"RM 198,000",MYR,3,2,,750,Johor Bahru,Johor,Tampoi Taman Tampoi Indah Jalan Mawar Park Avanue Shop Lot Apartment,,,,https://www.mudah.my/tampoi-taman-tampoi-indah-jalan-mawar-park-avanue-shop-lot-apartment-114835955.htm
2026-05-29T03:46:37.403253+00:00,johor,apartment,For Sale,"Horizon Residence Apartment, Bukit Indah, BV 500K, Good location",438000.0,"RM 438,000",MYR,3,2,,1045,Iskandar Puteri,Johor,"Lingkungan Indah Utama, Taman Bukit Indah 2, 81200 Iskandar Puteri, Johor",,,,https://www.mudah.my/horizon-residence-apartment-bukit-indah-bv-500k-good-location-114873619.htm
2026-05-29T03:44:27.922328+00:00,johor,apartment,For Sale,the garden residence apartment near lotus mydin mall macdonald kfc utm,470000.0,"RM 470,000",MYR,3,2,,1155,Skudai,Johor,"Jalan Persiaran Mutiara Mas, 81300 Skudai, Johor",,,,https://www.mudah.my/the-garden-residence-apartment-near-lotus-mydin-mall-macdonald-kfc-utm-114873682.htm
2026-05-29T03:41:58.912296+00:00,johor,apartment,For Sale,"Golden Sand Apartment, Jb town, 1 bedroom, fully furnished, seaview",370000.0,"RM 370,000",MYR,1,1,,535,Johor Bahru,Johor,"Jalan Mahmoodiah, Kampung Mahmoddiah, 80100 Johor Bahru, Johor",,,,https://www.mudah.my/golden-sand-apartment-jb-town-1-bedroom-fully-furnished-seaview-114875102.htm
2026-05-29T03:27:31.095562+00:00,johor,apartment,For Sale,"Strait View Apartment, Permas Jaya, 3 bedrooms, partial furnished",580000.0,"RM 580,000",MYR,3,3,,1600,Permas Jaya,Johor,"Jalan Permas Selatan, Bandar Baru Permas Jaya, 81750 Permas Jaya, Johor",,,,https://www.mudah.my/strait-view-apartment-permas-jaya-3-bedrooms-partial-furnished-114876113.htm
2026-05-29T03:26:28.697364+00:00,johor,apartment,For Sale,Parc Regency Plentong Apartment For Sale,318000.0,"RM 318,000",MYR,2,2,,810,Masai,Johor,"Jalan Masai Jaya 2, Taman Saujana, 81750 Masai, Johor",,,,https://www.mudah.my/parc-regency-plentong-apartment-for-sale-114875845.htm
2026-05-29T03:13:27.727915+00:00,johor,apartment,For Sale,"Senai Service Apartment, Monthly as Low RM963",220500.0,"RM 220,500",MYR,3,2,,850,Senai,Johor,"Jalan Scientex Jaya 18, Taman Scientex, 81400 Senai, Johor",,,,https://www.mudah.my/senai-service-apartment-monthly-as-low-rm963-114441161.htm
2026-05-29T03:13:27.531917+00:00,johor,apartment,For Sale,Johor Jaya @ Desa Tebrau @ Jalan Harmonium @ Sri Mas Apartment,250000.0,"RM 250,000",MYR,3,2,,912,Tebrau,Johor,Johor Jaya @ Desa Tebrau @ Jalan Harmonium @ Sri Mas Apartment,,,,https://www.mudah.my/johor-jaya-desa-tebrau-jalan-harmonium-sri-mas-apartment-114876273.htm
2026-05-29T03:13:27.396915+00:00,johor,apartment,For Sale,"Full Loan Polo Marina Park Apartment at Johor Bahru, Johor",480000.0,"RM 480,000",MYR,3,2,,1980,Johor Bahru,Johor,"Jalan Bentara Luar 1, 80050 Johor Bahru, Johor",,,,https://www.mudah.my/full-loan-polo-marina-park-apartment-at-johor-bahru-johor-114218363.htm
2026-05-29T03:13:27.215918+00:00,johor,apartment,For Sale,Full loan one sentral serviced residence apartments taman bukit indah,400000.0,"RM 400,000",MYR,2,2,,770,Iskandar Puteri,Johor,"Jalan Sentral 1, Taman Nusa Sentral, 79100 Iskandar Puteri, Johor",,,,https://www.mudah.my/full-loan-one-sentral-serviced-residence-apartments-taman-bukit-indah-114877262.htm
2026-05-29T03:13:26.979916+00:00,johor,apartment,For Sale,Lily & Jasmine Apartment @ Tampoi Indah Fully Renovated for Sale,250000.0,"RM 250,000",MYR,3,2,,1000,Johor Bahru,Johor,"Jalan Titiwangsa Utama, Taman Tampoi Indah, 81200 Johor Bahru, Johor",,,,https://www.mudah.my/lily-jasmine-apartment-tampoi-indah-fully-renovated-for-sale-114794486.htm
2026-05-29T03:13:26.583890+00:00,johor,apartment,For Sale,Ria Apartment 2,200000.0,"RM 200,000",MYR,3,2,,807,Masai,Johor,,,,,https://www.mudah.my/ria-apartment-2-114876249.htm
2026-05-29T03:13:26.494888+00:00,johor,apartment,For Sale,FULL LOAN Persiaran Tanjung Apartment Renovated Tampoi Johor,288000.0,"RM 288,000",MYR,3,2,,950,Tampoi,Johor,"Jalan Persiaran Tanjung, Taman Bukit Alif, 81200 Tampoi, Johor",,,,https://www.mudah.my/full-loan-persiaran-tanjung-apartment-renovated-tampoi-johor-114705515.htm
2026-05-29T03:13:26.389885+00:00,johor,apartment,For Sale,Untuk Di Jual Apartment Denai Nusantara Gelang Patah Near Ciq FullLaon,330000.0,"RM 330,000",MYR,3,2,,1011,Gelang Patah,Johor,,,,,https://www.mudah.my/untuk-di-jual-apartment-denai-nusantara-gelang-patah-near-ciq-fulllaon-114877655.htm
2026-05-29T03:13:26.289924+00:00,johor,apartment,For Sale,Larkin season luxury apartment/3bedrooms 2bathrooms/CIQ,480000.0,"RM 480,000",MYR,3,2,,1195,Johor Bahru,Johor,"Jalan Larkin, Taman Dato Onn, 80350 Johor Bahru, Johor",,,,https://www.mudah.my/larkin-season-luxury-apartment-3bedrooms-2bathrooms-ciq-114414706.htm
2026-05-29T03:13:26.167922+00:00,johor,apartment,For Sale,BELOW MARKET! Apartment Fully Furnished & Renovated - Move In Ready,310000.0,"RM 310,000",MYR,3,2,,950,Tampoi,Johor,"Jalan Persiaran Tanjung, Taman Bukit Alif, 81200 Tampoi, Johor",,,,https://www.mudah.my/below-market-apartment-fully-furnished-renovated-move-in-ready-113232945.htm
2026-05-29T17:38:33.588023+00:00,johor,bungalow,For Sale,Below MV! Luas Banglo 2 Tingkat Vibe Kampung Temiang Muar Freehold MCL,850000.0,"RM 850,000",MYR,4,5,,5390,Muar,Johor,,,,,https://www.mudah.my/below-mv-luas-banglo-2-tingkat-vibe-kampung-temiang-muar-freehold-mcl-114760431.htm
2026-05-29T17:38:32.367602+00:00,johor,bungalow,For Sale,Kempas Area Near KTM Single Storey Bungalow House,1080000.0,"RM 1,080,000",MYR,8,3,,7803,Johor Bahru,Johor,,,,,https://www.mudah.my/kempas-area-near-ktm-single-storey-bungalow-house-114289001.htm
2026-05-29T17:36:21.367452+00:00,johor,bungalow,For Sale,Single Storey Bungalow House with big land size Kempas Banjaran,950000.0,"RM 950,000",MYR,4,3,,7422,Johor Bahru,Johor,,,,,https://www.mudah.my/single-storey-bungalow-house-with-big-land-size-kempas-banjaran-113427850.htm
2026-05-29T17:34:22.688925+00:00,johor,bungalow,For Sale,Rare City Location! Single Storey Bungalow House for Sale @ Kebun Teh,2080000.0,"RM 2,080,000",MYR,4,3,,6000,Johor Bahru,Johor,,,,,https://www.mudah.my/rare-city-location-single-storey-bungalow-house-for-sale-kebun-teh-114859382.htm
2026-05-29T17:34:11.290978+00:00,johor,bungalow,For Sale,Prefer Cash Buyer｜Kempas Baru｜1-Storey Bungalow｜Renovated｜,550000.0,"RM 550,000",MYR,6,4,,6606,Johor Bahru,Johor,,,,,https://www.mudah.my/prefer-cash-buyer-kempas-baru-1-storey-bungalow-renovated-114859923.htm
2026-05-29T17:33:15.008360+00:00,johor,bungalow,For Sale,Kulai Jalan Lengkongan Bungalow House Renovate 4 Bedroom For Sale,350000.0,"RM 350,000",MYR,4,2,,5000,Kulai,Johor,Kulai Jalan Lengkongan Bungalow House Renovate 4 Bedroom For Sale,,,,https://www.mudah.my/kulai-jalan-lengkongan-bungalow-house-renovate-4-bedroom-for-sale-114867875.htm
2026-05-29T17:33:14.158358+00:00,johor,bungalow,For Sale,"(BIGGEST LAND, VINTAGE ARCH DESIGN) 2 Storey Bungalow, Johor Bahru",2650000.0,"RM 2,650,000",MYR,5,4,,15844,Johor Bahru,Johor,,,,,https://www.mudah.my/biggest-land-vintage-arch-design-2-storey-bungalow-johor-bahru-114856829.htm
2026-05-29T17:23:03.632447+00:00,johor,bungalow,For Sale,Kelapa Sawit 26 Scientex Impian Bungalow Unit For Sale,750000.0,"RM 750,000",MYR,4,3,,4920,Kulai,Johor,,,,,https://www.mudah.my/kelapa-sawit-26-scientex-impian-bungalow-unit-for-sale-114871105.htm
2026-05-29T17:17:42.075208+00:00,johor,bungalow,For Sale,Banglo House For Sales,950000.0,"RM 950,000",MYR,4,4,,11296,Kota Tinggi,Johor,,,,,https://www.mudah.my/banglo-house-for-sales-114487842.htm
2026-05-29T17:10:11.493554+00:00,johor,bungalow,For Sale,FREE LAWYER FEE ! Bungalow Taman Serom Perdana Tangkak Near 25MIN MUAR,423200.0,"RM 423,200",MYR,4,2,,4000,Tangkak,Johor,FREE LAWYER FEE ! Bungalow Taman Serom Perdana Tangkak Near 25MIN MUAR,,,,https://www.mudah.my/free-lawyer-fee-bungalow-taman-serom-perdana-tangkak-near-25min-muar-111629501.htm
2026-05-29T17:08:07.746464+00:00,johor,bungalow,For Sale,Taman Sri Skudai 2 Storey Bungalow House ,2180000.0,"RM 2,180,000",MYR,6,3,,5650,Skudai,Johor,Taman Sri Skudai 2 Storey Bungalow House,,,,https://www.mudah.my/taman-sri-skudai-2-storey-bungalow-house-114882885.htm
2026-05-29T17:08:07.422545+00:00,johor,bungalow,For Sale,RARE AAA Setia Tropika Fenix Villa Bungalow Johor Bahru,5500000.0,"RM 5,500,000",MYR,5,6,,8400,Setia Tropika,Johor,,,,,https://www.mudah.my/rare-aaa-setia-tropika-fenix-villa-bungalow-johor-bahru-110824851.htm
2026-05-29T17:02:33.401362+00:00,johor,bungalow,For Sale,2 Storey Link Bungalow Mutiara Rini Skudai (UNBLOCK VIEW),1100000.0,"RM 1,100,000",MYR,4,4,,2750,Skudai,Johor,,,,,https://www.mudah.my/2-storey-link-bungalow-mutiara-rini-skudai-unblock-view-114512298.htm
2026-05-29T17:00:49.690176+00:00,johor,bungalow,For Sale,"TAMAN DESA PALMA / DATO ONN - 2 Storey Bungalow House (12,580sqft)",2380000.0,"RM 2,380,000",MYR,7,6,,12580,Johor Bahru,Johor,,,,,https://www.mudah.my/taman-desa-palma-dato-onn-2-storey-bungalow-house-12-580sqft-114694251.htm
2026-05-29T17:00:48.252164+00:00,johor,bungalow,For Sale,Pontian Perdana Bungalow - Renovated Double Storey,920000.0,"RM 920,000",MYR,4,3,,4000,Pontian,Johor,,,,,https://www.mudah.my/pontian-perdana-bungalow-renovated-double-storey-114883028.htm
2026-05-29T16:58:54.830768+00:00,johor,bungalow,For Sale,"Banglo tanah luas di Peserai, Batu Pahat",350000.0,"RM 350,000",MYR,3,2,,6257,Batu Pahat,Johor,,,,,https://www.mudah.my/banglo-tanah-luas-di-peserai-batu-pahat-114836173.htm
2026-05-29T16:56:45.955670+00:00,johor,bungalow,For Sale,The Cheapest | Tampoi JB | 1 Storey Bungalow | Big Land Original Reno,450000.0,"RM 450,000",MYR,3,2,,4400,Johor Bahru,Johor,,,,,https://www.mudah.my/the-cheapest-tampoi-jb-1-storey-bungalow-big-land-original-reno-114306775.htm
2026-05-29T16:15:45.427951+00:00,johor,bungalow,For Sale,"(NON BUMI!!) Jalan Khalidi 9,122 Sqft Land With Bungalow",1900000.0,"RM 1,900,000",MYR,6,7,,9122,Muar,Johor,"(NON BUMI!!) Jalan Khalidi 9,122 Sqft Land With Bungalow",,,,https://www.mudah.my/non-bumi-jalan-khalidi-9-122-sqft-land-with-bungalow-114200767.htm
2026-05-29T16:15:44.542946+00:00,johor,bungalow,For Sale,Bungalow @ Jalan Yusof Taha (JB Town),1200000.0,"RM 1,200,000",MYR,6,5,,8075,Johor Bahru,Johor,Bungalow @ Jalan Yusof Taha (JB Town),,,,https://www.mudah.my/bungalow-jalan-yusof-taha-jb-town-114858848.htm
2026-05-29T16:15:44.244943+00:00,johor,bungalow,For Sale,"ID Designed 2 Storey Bungalow, Setia Eco Garden, Gelang Patah, Johor",3900000.0,"RM 3,900,000",MYR,6,6,,4648,Gelang Patah,Johor,,,,,https://www.mudah.my/id-designed-2-storey-bungalow-setia-eco-garden-gelang-patah-johor-114404080.htm
2026-05-29T03:53:24.492527+00:00,johor,bungalow,For Sale,Austin Perdana @ Mount Austin (Corner Link bungalow For Sale),1900000.0,"RM 1,900,000",MYR,6,5,,4154,Tebrau,Johor,,,,,https://www.mudah.my/austin-perdana-mount-austin-corner-link-bungalow-for-sale-114862490.htm
2026-05-29T03:50:51.461775+00:00,johor,bungalow,For Sale,Taman Kebun Teh Near CIQ 2 Storey Corner Bungalow Pelangi Johor,2380000.0,"RM 2,380,000",MYR,6,6,,5812,Johor Bahru,Johor,Taman Kebun Teh Near CIQ 2 Storey Corner Bungalow Pelangi Johor,,,,https://www.mudah.my/taman-kebun-teh-near-ciq-2-storey-corner-bungalow-pelangi-johor-112403631.htm
2026-05-29T03:50:50.727766+00:00,johor,bungalow,For Sale,LUXURY Cube on Hill BUNGALOW Impian Emas Skudai PULAI Johor with lift!,2530000.0,"RM 2,530,000",MYR,6,7,,6750,Skudai,Johor,,,,,https://www.mudah.my/luxury-cube-on-hill-bungalow-impian-emas-skudai-pulai-johor-with-lift-114288641.htm
2026-05-29T03:47:31.326858+00:00,johor,bungalow,For Sale,Pontian Double Storey Bungalow (Cassini),920000.0,"RM 920,000",MYR,4,3,,4000,Pontian,Johor,,,,,https://www.mudah.my/pontian-double-storey-bungalow-cassini-114578349.htm
2026-05-29T03:39:46.815384+00:00,johor,bungalow,For Sale,"Below Market Bungalow – Taman Nong Chik, Johor Bahru",1350000.0,"RM 1,350,000",MYR,7,4,,6400,Johor Bahru,Johor,"Below Market Bungalow – Taman Nong Chik, Johor Bahru",,,,https://www.mudah.my/below-market-bungalow-taman-nong-chik-johor-bahru-114870759.htm
