scraped_at,region,property_type,transaction_type,title,price,price_display,currency,bedrooms,bathrooms,carpark,size_sqft,area,state,full_address,furnishing,seller_name,seller_type,listing_url
2026-05-29T17:00:44.243133+00:00,kedah,condo,For Sale,Fully Furnished Amansuri Condominium Alor Setar City Centre For Sale,620000.0,"RM 620,000",MYR,4,4,,1606,Alor Setar,Kedah,,,,,https://www.mudah.my/fully-furnished-amansuri-condominium-alor-setar-city-centre-for-sale-113401570.htm
2026-05-29T16:58:50.679774+00:00,kedah,condo,For Sale,"Kondominium Imperio Professional Suite | Alor Setar, Kedah🏢",429000.0,"RM 429,000",MYR,3,2,,980,Alor Setar,Kedah,,,,,https://www.mudah.my/kondominium-imperio-professional-suite-alor-setar-kedah-114547008.htm
2026-05-29T16:56:22.414965+00:00,kedah,condo,For Sale,Fully Furnished Condo 900,306000.0,"RM 306,000",MYR,3,2,,1250,Jitra,Kedah,"Jalan Kelubi Dalam, Bandar Darulaman, 6000 Jitra, Kedah",,,,https://www.mudah.my/fully-furnished-condo-900-114573360.htm
2026-05-29T16:15:16.025847+00:00,kedah,condo,For Sale,D'Aman Residence Condominium For Sale in Alor Setar Town,450000.0,"RM 450,000",MYR,3,2,,1000,Alor Setar,Kedah,,,,,https://www.mudah.my/d-aman-residence-condominium-for-sale-in-alor-setar-town-114649716.htm
2026-05-29T16:15:15.151619+00:00,kedah,condo,For Sale,"G Residence Condominium, Jalan Stadium Alor Setar Kedah",548000.0,"RM 548,000",MYR,3,2,,1032,Alor Setar,Kedah,"G Residence Condominium, Jalan Stadium Alor Setar Kedah",,,,https://www.mudah.my/g-residence-condominium-jalan-stadium-alor-setar-kedah-114737329.htm
2026-05-29T16:15:14.370609+00:00,kedah,condo,For Sale,Imperio Suite Condominium Kondominium Alor Setar Fully Furnished,450000.0,"RM 450,000",MYR,3,2,,947,Alor Setar,Kedah,,,,,https://www.mudah.my/imperio-suite-condominium-kondominium-alor-setar-fully-furnished-114791102.htm
2026-05-29T16:15:12.945224+00:00,kedah,condo,For Sale,Fully Furnished Condo 900,255000.0,"RM 255,000",MYR,2,2,,835,Jitra,Kedah,"Jalan Kelubi Dalam, Bandar Darulaman, 6000 Jitra, Kedah",,,,https://www.mudah.my/fully-furnished-condo-900-111778903.htm
2026-05-29T16:15:11.870228+00:00,kedah,condo,For Sale,Condo 900 Jitra Level 4,315000.0,"RM 315,000",MYR,3,2,,1249,Jitra,Kedah,"Jalan Kelubi Dalam, Bandar Darulaman, 6000 Jitra, Kedah",,,,https://www.mudah.my/condo-900-jitra-level-4-112675075.htm
2026-05-29T16:15:11.299200+00:00,kedah,condo,For Sale,"CORNER UNIT, SKY RESIDENCES CINTA SAYANG Condo, SG PETANI",460000.0,"RM 460,000",MYR,3,2,,1520,Sungai Petani,Kedah,,,,,https://www.mudah.my/corner-unit-sky-residences-cinta-sayang-condo-sg-petani-107490709.htm
2026-05-29T16:15:09.384420+00:00,kedah,condo,For Sale,"CONDO HOT DEMAND & CANTIK🔥NEAR HSB🏠BUMI LOT📍CONDO IMPERIO, Langgar",429000.0,"RM 429,000",MYR,3,2,,980,Alor Setar,Kedah,,,,,https://www.mudah.my/condo-hot-demand-cantik-near-hsb-bumi-lot-condo-imperio-langgar-114701668.htm
2026-05-29T16:15:07.936893+00:00,kedah,condo,For Sale,Condo with Fully Furnished for Sales at Alor Setar,520000.0,"RM 520,000",MYR,3,2,,821,Alor Setar,Kedah,"Jalan Stadium, Taman Tunku Majid, 5100 Alor Setar, Kedah",,,,https://www.mudah.my/condo-with-fully-furnished-for-sales-at-alor-setar-114716155.htm
2026-05-29T16:15:07.288619+00:00,kedah,condo,For Sale,Condominium D'Aman Residence For Sale Near Aman Central Alor Setar,465000.0,"RM 465,000",MYR,3,2,,1000,Alor Setar,Kedah,,,,,https://www.mudah.my/condominium-d-aman-residence-for-sale-near-aman-central-alor-setar-114100875.htm
2026-05-29T16:15:05.941026+00:00,kedah,condo,For Sale,Condominium for Sale,450000.0,"RM 450,000",MYR,2,2,,1012,Sungai Petani,Kedah,,,,,https://www.mudah.my/condominium-for-sale-114802058.htm
2026-05-29T16:15:05.072778+00:00,kedah,condo,For Sale,"Condominium Sky Residence at Kelab Cinta Sayang , Sg Petani",428000.0,"RM 428,000",MYR,2,2,,97,Sungai Petani,Kedah,,,,,https://www.mudah.my/condominium-sky-residence-at-kelab-cinta-sayang-sg-petani-108643826.htm
2026-05-29T16:15:03.493231+00:00,kedah,condo,For Sale,"D'Aman Residence Condo For Sale, Alor Setar",465000.0,"RM 465,000",MYR,3,2,,1000,Alor Setar,Kedah,,,,,https://www.mudah.my/d-aman-residence-condo-for-sale-alor-setar-114183344.htm
2026-05-29T03:55:37.059117+00:00,kedah,single-storey,For Sale,KITCHEN EXTENDED Single Storey Terrace House Bandar Amanjaya FOR SALE,205000.0,"RM 205,000",MYR,3,4,,1195,Sungai Petani,Kedah,,,,,https://www.mudah.my/kitchen-extended-single-storey-terrace-house-bandar-amanjaya-for-sale-113743810.htm
2026-05-29T03:54:39.562934+00:00,kedah,single-storey,For Sale,Great Deal + nice house !! Single Storey Terrace at Bandar Puteri Jaya,250000.0,"RM 250,000",MYR,3,2,,1400,Sungai Petani,Kedah,,,,,https://www.mudah.my/great-deal-nice-house-single-storey-terrace-at-bandar-puteri-jaya-114759127.htm
2026-05-29T03:44:29.064304+00:00,kedah,single-storey,For Sale,PRIME LOCATION Single Storey Terrace House Taman Ria Jaya FOR SALE,215000.0,"RM 215,000",MYR,3,2,,1200,Sungai Petani,Kedah,PRIME LOCATION Single Storey Terrace House Taman Ria Jaya FOR SALE,,,,https://www.mudah.my/prime-location-single-storey-terrace-house-taman-ria-jaya-for-sale-114140146.htm
2026-05-29T03:40:48.155973+00:00,kedah,single-storey,For Sale,CORNER LOT Single Storey Semi-D House SP Heights FOR SALE,390000.0,"RM 390,000",MYR,3,2,,3885,Sungai Petani,Kedah,,,,,https://www.mudah.my/corner-lot-single-storey-semi-d-house-sp-heights-for-sale-114139951.htm
2026-05-29T03:38:40.325712+00:00,kedah,single-storey,For Sale,Darulaman Legenda Single Storey Terrace House For Sale,360000.0,"RM 360,000",MYR,3,2,,1200,Sungai Petani,Kedah,,,,,https://www.mudah.my/darulaman-legenda-single-storey-terrace-house-for-sale-114835780.htm
2026-05-29T03:29:46.757416+00:00,kedah,single-storey,For Sale,Single Storey Terrace House | Renovation Part Furnished | Kulim Kedah,260000.0,"RM 260,000",MYR,3,2,,1400,Kulim,Kedah,,,,,https://www.mudah.my/single-storey-terrace-house-renovation-part-furnished-kulim-kedah-114853299.htm
2026-05-29T03:25:51.908244+00:00,kedah,single-storey,For Sale,Taman Intan Single Storey Terrace House For Sale,250000.0,"RM 250,000",MYR,3,2,,1400,Sungai Petani,Kedah,Taman Intan Single Storey Terrace House For Sale,,,,https://www.mudah.my/taman-intan-single-storey-terrace-house-for-sale-114285574.htm
2026-05-29T03:22:10.660172+00:00,kedah,single-storey,For Sale,Fully Renovated Unit Single Storey Terrace House Taman Sejati Indah,269000.0,"RM 269,000",MYR,3,2,,1400,Sungai Petani,Kedah,Fully Renovated Unit Single Storey Terrace House Taman Sejati Indah,,,,https://www.mudah.my/fully-renovated-unit-single-storey-terrace-house-taman-sejati-indah-114852948.htm
2026-05-29T03:18:12.206761+00:00,kedah,single-storey,For Sale,NICE CONDITION Single Storey Terrace House Bandar Puteri Jaya FOR SALE,205000.0,"RM 205,000",MYR,3,1,,1100,Sungai Petani,Kedah,,,,,https://www.mudah.my/nice-condition-single-storey-terrace-house-bandar-puteri-jaya-for-sale-114853880.htm
2026-05-29T03:18:12.037756+00:00,kedah,single-storey,For Sale,NICE CONDITION Single Storey Semi-D House Taman Berjaya FOR SALE,420000.0,"RM 420,000",MYR,3,2,,2790,Sungai Petani,Kedah,NICE CONDITION Single Storey Semi-D House Taman Berjaya FOR SALE,,,,https://www.mudah.my/nice-condition-single-storey-semi-d-house-taman-berjaya-for-sale-113802536.htm
2026-05-29T03:18:11.785756+00:00,kedah,single-storey,For Sale,PRIME LOCATION Single Storey Terrace House Taman Ria FOR SALE,210000.0,"RM 210,000",MYR,3,1,,1200,Sungai Petani,Kedah,PRIME LOCATION Single Storey Terrace House Taman Ria FOR SALE,,,,https://www.mudah.my/prime-location-single-storey-terrace-house-taman-ria-for-sale-114872239.htm
2026-05-29T16:26:22.854735+00:00,kedah,townhouse,For Sale,Ecoworld Cohome Camdon Landed Eco Horizon - Townhouse Sale,609000.0,"RM 609,000",MYR,3,2,,1291,Kulim,Kedah,,,,,https://www.mudah.my/ecoworld-cohome-camdon-landed-eco-horizon-townhouse-sale-113168259.htm
2026-05-29T16:23:07.151612+00:00,kedah,townhouse,For Sale,BUKIT BANYAN ToWNHOUSE RENOVATED VERY NICE CONDITION  PARTIAL FURNISH,215000.0,"RM 215,000",MYR,3,1,,893,Sungai Petani,Kedah,,,,,https://www.mudah.my/bukit-banyan-townhouse-renovated-very-nice-condition-partial-furnish-113240216.htm
2026-05-29T16:22:06.122143+00:00,kedah,townhouse,For Sale,"[FOR SALE] Bukit Banyan, Sungai Petani - Townhouse (Renovated Unit)",215000.0,"RM 215,000",MYR,3,1,,893,Sungai Petani,Kedah,,,,,https://www.mudah.my/for-sale-bukit-banyan-sungai-petani-townhouse-renovated-unit-114530245.htm
2026-05-29T16:20:53.201229+00:00,kedah,townhouse,For Sale,"FOR SALE Bukit Banyan Townhouse, tingkat atas",195000.0,"RM 195,000",MYR,3,2,,880,Sungai Petani,Kedah,,,,,https://www.mudah.my/for-sale-bukit-banyan-townhouse-tingkat-atas-114482285.htm
2026-05-29T16:20:51.940219+00:00,kedah,townhouse,For Sale,"[FOR SALE] Bukit Banyan, Sungai Petani - Townhouse (Renovated Unit)",228000.0,"RM 228,000",MYR,3,1,,893,Sungai Petani,Kedah,,,,,https://www.mudah.my/for-sale-bukit-banyan-sungai-petani-townhouse-renovated-unit-114445723.htm
2026-05-29T16:20:32.488867+00:00,kedah,townhouse,For Sale,"Chogm Villa Townhouse at Kuah Town, Langkawi For Sale",545000.0,"RM 545,000",MYR,4,2,,1625,Kuah,Kedah,,,,,https://www.mudah.my/chogm-villa-townhouse-at-kuah-town-langkawi-for-sale-113933135.htm
2026-05-29T16:18:51.307867+00:00,kedah,townhouse,For Sale,AFFORDABLE PRICE 1st Floor Townhouse Citra Bukit Banyan For Sale,190000.0,"RM 190,000",MYR,3,1,,1440,Sungai Petani,Kedah,,,,,https://www.mudah.my/affordable-price-1st-floor-townhouse-citra-bukit-banyan-for-sale-113984240.htm
2026-05-29T16:17:44.834550+00:00,kedah,townhouse,For Sale,Rumah Baru D’Citrine Pulau Langkawi Townhouse dan Condominium .,505800.0,"RM 505,800",MYR,3,2,,1292,Langkawi,Kedah,,,,,https://www.mudah.my/rumah-baru-d-citrine-pulau-langkawi-townhouse-dan-condominium-114471718.htm
2026-05-29T16:14:01.333419+00:00,kedah,townhouse,For Sale,Townhouse 2 Tingkat di Simpang Empat Kedah,311300.0,"RM 311,300",MYR,4,2,,1100,Simpang Empat,Kedah,,,,,https://www.mudah.my/townhouse-2-tingkat-di-simpang-empat-kedah-114545747.htm
2026-05-29T16:13:59.744200+00:00,kedah,townhouse,For Sale,"Chogm Villa, 2 rooms, Furnished, Townhouse, Kuah, Langkawi",470000.0,"RM 470,000",MYR,2,2,,1100,Langkawi,Kedah,"Jalan Seri Lagenda, 7000 Langkawi, Kedah",,,,https://www.mudah.my/chogm-villa-2-rooms-furnished-townhouse-kuah-langkawi-113609463.htm
2026-05-29T16:13:57.457038+00:00,kedah,townhouse,For Sale,Citra bukit banyan townhouse Sg Petani,199000.0,"RM 199,000",MYR,3,2,,882,Sungai Petani,Kedah,,,,,https://www.mudah.my/citra-bukit-banyan-townhouse-sg-petani-114010793.htm
2026-05-29T16:13:52.715995+00:00,kedah,townhouse,For Sale,"Townhouse Taman Penaga 2, Changlun",328000.0,"RM 328,000",MYR,6,4,,1200,Changlun,Kedah,"Townhouse Taman Penaga 2, Changlun",,,,https://www.mudah.my/townhouse-taman-penaga-2-changlun-114184799.htm
2026-05-29T16:13:51.806988+00:00,kedah,townhouse,For Sale,"Renovated Townhouse for Sale in Taman Mergong Jaya, Alor Setar.",250000.0,"RM 250,000",MYR,3,2,,678,Alor Setar,Kedah,"Renovated Townhouse for Sale in Taman Mergong Jaya, Alor Setar.",,,,https://www.mudah.my/renovated-townhouse-for-sale-in-taman-mergong-jaya-alor-setar-114813753.htm
2026-05-29T17:28:08.808673+00:00,kelantan,apartment,For Sale,[500 m ke KB Mall] Apartment Residensi 117 Kota Bharu Kelantan,275000.0,"RM 275,000",MYR,3,2,,1000,Kota Bharu,Kelantan,,,,,https://www.mudah.my/500-m-ke-kb-mall-apartment-residensi-117-kota-bharu-kelantan-113281323.htm
2026-05-29T17:28:08.564669+00:00,kelantan,apartment,For Sale,Studio Room KTC apartment ,175000.0,"RM 175,000",MYR,1,1,,430,Kota Bharu,Kelantan,"Jalan Bayam, Off Jalan Dusun Muda, 15200 Kota Bharu, Kelantan",,,,https://www.mudah.my/studio-room-ktc-apartment-114417765.htm
2026-05-29T17:28:06.586694+00:00,kelantan,apartment,For Sale,pangsapuri kubang kerian ,150000.0,"RM 150,000",MYR,2,1,,750,Kubang Kerian,Kelantan,"Jalan Bandar Baru Kubang Kerian, Off Jalan Pasir Hor, 15200 Kubang Kerian, Kelantan",,,,https://www.mudah.my/pangsapuri-kubang-kerian-114338495.htm
2026-05-29T17:25:20.476186+00:00,kelantan,apartment,For Sale,STUDIO APARTMENT KTC KB Kelantan,220000.0,"RM 220,000",MYR,1,1,,11,Kota Bharu,Kelantan,"Jalan Bayam, Off Jalan Dusun Muda, 15200 Kota Bharu, Kelantan",,,,https://www.mudah.my/studio-apartment-ktc-kb-kelantan-114449865.htm
2026-05-29T17:21:44.951018+00:00,kelantan,apartment,For Sale,Studio Apartment for Sale in Town Center of Kota Bharu,250000.0,"RM 250,000",MYR,1,1,,419,Kota Bharu,Kelantan,"Jalan Sri Cemerlang , Off Jalan Dusun Raja, 15300 Kota Bharu, Kelantan",,,,https://www.mudah.my/studio-apartment-for-sale-in-town-center-of-kota-bharu-114579935.htm
2026-05-29T17:19:37.592489+00:00,kelantan,apartment,For Sale,satu unit apartment 2 bilik untuk di jual,295000.0,"RM 295,000",MYR,2,1,,950,Kota Bharu,Kelantan,"Jalan Hamzah, 15150 Kota Bharu, Kelantan",,,,https://www.mudah.my/satu-unit-apartment-2-bilik-untuk-di-jual-113324984.htm
2026-05-29T17:17:43.606189+00:00,kelantan,apartment,For Sale,Studio Apartment Fully Furnished at Kelantan Trade Center,160000.0,"RM 160,000",MYR,1,1,,376,Kota Bharu,Kelantan,"Jalan Bayam, Off Jalan Dusun Muda, 15200 Kota Bharu, Kelantan",,,,https://www.mudah.my/studio-apartment-fully-furnished-at-kelantan-trade-center-113334580.htm
2026-05-29T17:17:42.712182+00:00,kelantan,apartment,For Sale,Studio Viana Court Service Apartment @ Wakaf Che Yeh,158000.0,"RM 158,000",MYR,1,1,,400,Kota Bharu,Kelantan,"Off Jalan Kuala Krai, 15150 Kota Bharu, Kelantan",,,,https://www.mudah.my/studio-viana-court-service-apartment-wakaf-che-yeh-105303487.htm
2026-05-29T17:15:39.062037+00:00,kelantan,apartment,For Sale,Fully Furnished Apartment Arika Kubang Kerian,221000.0,"RM 221,000",MYR,1,1,,520,Kota Bharu,Kelantan,"Jalan Tok Kenali, Kubang Kerian, 16150 Kota Bharu, Kelantan",,,,https://www.mudah.my/fully-furnished-apartment-arika-kubang-kerian-114340747.htm
2026-05-29T17:13:17.421860+00:00,kelantan,apartment,For Sale,Murah Fully Furnished Apartment Anjung Vista 3 Bilik Kubang Kerian,285000.0,"RM 285,000",MYR,3,2,,680,Kubang Kerian,Kelantan,"Jalan Raja Perempuan Zainab 2, Kubang Kerian, 16150 Kubang Kerian, Kelantan",,,,https://www.mudah.my/murah-fully-furnished-apartment-anjung-vista-3-bilik-kubang-kerian-114698671.htm
2026-05-29T17:13:16.781726+00:00,kelantan,apartment,For Sale,Pangsapuri Pinggiran Universiti (University Garden) Untuk Dijual,350000.0,"RM 350,000",MYR,3,2,,1259,Kota Bharu,Kelantan,,,,,https://www.mudah.my/pangsapuri-pinggiran-universiti-university-garden-untuk-dijual-114037009.htm
2026-05-29T17:11:07.078324+00:00,kelantan,apartment,For Sale,Apartment Sireh Residence Siap Dibina Berdekatan Aeon Mall Kota Bharu,329600.0,"RM 329,600",MYR,3,2,,1058,Kota Bharu,Kelantan,"Off Jalan Pintu Geng, 15300 Kota Bharu, Kelantan",,,,https://www.mudah.my/apartment-sireh-residence-siap-dibina-berdekatan-aeon-mall-kota-bharu-114688572.htm
2026-05-29T17:08:10.760640+00:00,kelantan,apartment,For Sale,Service Apartment untuk dijual Al Waqf Garden @ Kota Bharu,235000.0,"RM 235,000",MYR,1,1,,314,Kota Bharu,Kelantan,"Jalan Hilir Pasar, Bandar Kota Bharu, 15000 Kota Bharu, Kelantan",,,,https://www.mudah.my/service-apartment-untuk-dijual-al-waqf-garden-kota-bharu-114725476.htm
2026-05-29T03:45:35.539088+00:00,kelantan,apartment,For Sale,Unit Apartmen Residensi 19 @ Sri Cemerlang,390000.0,"RM 390,000",MYR,3,2,,947,Kota Bharu,Kelantan,,,,,https://www.mudah.my/unit-apartmen-residensi-19-sri-cemerlang-114546961.htm
2026-05-29T03:43:10.412525+00:00,kelantan,apartment,For Sale,PANGSAPURI MAMPU MILIK dalam bandar Kota Bharu,130000.0,"RM 130,000",MYR,3,2,,600,Kota Bharu,Kelantan,"Jalan Tengku Ahmad Panglima, 15300 Kota Bharu, Kelantan",,,,https://www.mudah.my/pangsapuri-mampu-milik-dalam-bandar-kota-bharu-110817277.htm
2026-05-29T03:35:23.189394+00:00,kelantan,apartment,For Sale,"(Wakaf Mek Zainab,Kota Bharu) Pangsapuri Kota Nawira Hanya 3 Minit KB",170000.0,"RM 170,000",MYR,3,2,,600,Kota Bharu,Kelantan,"Jalan Tengku Ahmad Panglima, 15300 Kota Bharu, Kelantan",,,,https://www.mudah.my/wakaf-mek-zainab-kota-bharu-pangsapuri-kota-nawira-hanya-3-minit-kb-113665078.htm
2026-05-29T03:34:09.947048+00:00,kelantan,apartment,For Sale,Untuk Dijual 1 Unit Studio Apartment di KBCC. Lokasi Cantik Sebelah KB,280000.0,"RM 280,000",MYR,1,1,,550,Kota Bharu,Kelantan,"Jalan Hamzah, 15150 Kota Bharu, Kelantan",,,,https://www.mudah.my/untuk-dijual-1-unit-studio-apartment-di-kbcc-lokasi-cantik-sebelah-kb-114661089.htm
2026-05-29T03:33:03.475831+00:00,kelantan,apartment,For Sale,1 Unit Apartment Anjung Vista Untuk Dijual,250000.0,"RM 250,000",MYR,2,2,,737,Kubang Kerian,Kelantan,"Jalan Raja Perempuan Zainab 2, Kubang Kerian, 16150 Kubang Kerian, Kelantan",,,,https://www.mudah.my/1-unit-apartment-anjung-vista-untuk-dijual-111067511.htm
2026-05-29T03:29:46.335412+00:00,kelantan,apartment,For Sale,Apartment Sireh Residence,329600.0,"RM 329,600",MYR,3,2,,1058,Kota Bharu,Kelantan,,,,,https://www.mudah.my/apartment-sireh-residence-114757638.htm
2026-05-29T03:27:33.248572+00:00,kelantan,apartment,For Sale,"KBCP Studio Apartment, Bandar Kota Bharu",210000.0,"RM 210,000",MYR,1,1,,416,Kota Bharu,Kelantan,"Jalan Hilir Pasar, Bandar Kota Bharu, 15000 Kota Bharu, Kelantan",,,,https://www.mudah.my/kbcp-studio-apartment-bandar-kota-bharu-112174570.htm
2026-05-29T03:26:33.116378+00:00,kelantan,apartment,For Sale,"(Lembah Sireh,Kota Bharu) Apartment Siap 100%,Lokasi Premium",385000.0,"RM 385,000",MYR,3,2,,1154,Kota Bharu,Kelantan,"Off Jalan Pintu Geng, 15300 Kota Bharu, Kelantan",,,,https://www.mudah.my/lembah-sireh-kota-bharu-apartment-siap-100-lokasi-premium-114853675.htm
2026-05-29T03:23:05.968178+00:00,kelantan,apartment,For Sale,Corner Lot Studio at D'Perdana Apartment Sri Cemerlang for Sale,260000.0,"RM 260,000",MYR,1,1,,480,Kota Bharu,Kelantan,"Jalan Sri Cemerlang , Off Jalan Dusun Raja, 15300 Kota Bharu, Kelantan",,,,https://www.mudah.my/corner-lot-studio-at-d-perdana-apartment-sri-cemerlang-for-sale-113310337.htm
2026-05-29T03:22:06.937160+00:00,kelantan,apartment,For Sale,Apartment medium cost di wakaf che yeh untuk dijual harga murah,200000.0,"RM 200,000",MYR,3,2,,850,Kota Bharu,Kelantan,,,,,https://www.mudah.my/apartment-medium-cost-di-wakaf-che-yeh-untuk-dijual-harga-murah-113767712.htm
2026-05-29T03:52:08.978019+00:00,kelantan,bungalow,For Sale,Banglo 2 tingkat sekali tanah,1300000.0,"RM 1,300,000",MYR,4,2,,10,Bachok,Kelantan,,,,,https://www.mudah.my/banglo-2-tingkat-sekali-tanah-114852043.htm
2026-05-29T03:49:35.645529+00:00,kelantan,bungalow,For Sale,Banglo Mewah 2 Tingkat Tepi Jalan Utama di Taman Uda,1400000.0,"RM 1,400,000",MYR,6,5,,9515,Kota Bharu,Kelantan,Banglo Mewah 2 Tingkat Tepi Jalan Utama di Taman Uda,,,,https://www.mudah.my/banglo-mewah-2-tingkat-tepi-jalan-utama-di-taman-uda-113715925.htm
2026-05-29T03:49:35.310526+00:00,kelantan,bungalow,For Sale,Banglo Baru Siap 2026,390000.0,"RM 390,000",MYR,3,3,,1404,Tanah Merah,Kelantan,,,,,https://www.mudah.my/banglo-baru-siap-2026-114683779.htm
2026-05-29T03:43:09.747515+00:00,kelantan,bungalow,For Sale,"Banglo Moden Kualiti Tinggi di Ketereh, Kelantan Untuk Dijual",470000.0,"RM 470,000",MYR,4,3,,1540,Ketereh,Kelantan,,,,,https://www.mudah.my/banglo-moden-kualiti-tinggi-di-ketereh-kelantan-untuk-dijual-114429274.htm
2026-05-29T03:43:09.344513+00:00,kelantan,bungalow,For Sale,"(Buloh Poh,Ketereh) Banglo Murah Berdekatan Jalan Utama KB-Kuala Krai",390000.0,"RM 390,000",MYR,4,3,,1631,Kota Bharu,Kelantan,"(Buloh Poh,Ketereh) Banglo Murah Berdekatan Jalan Utama KB-Kuala Krai",,,,https://www.mudah.my/buloh-poh-ketereh-banglo-murah-berdekatan-jalan-utama-kb-kuala-krai-114852774.htm
2026-05-29T03:40:49.033976+00:00,kelantan,bungalow,For Sale,BANGLO Dua TINGKAT EKSKLUSIF DENGAN TANAH LUAS DI KOTA BHARU,950000.0,"RM 950,000",MYR,5,5,,25000,Kota Bharu,Kelantan,,,,,https://www.mudah.my/banglo-dua-tingkat-eksklusif-dengan-tanah-luas-di-kota-bharu-114864026.htm
2026-05-29T03:39:45.599376+00:00,kelantan,bungalow,For Sale,"Rumah Banglo 1 Tingkat Moden di Ketereh, Kelantan Untuk Dijual",470000.0,"RM 470,000",MYR,4,3,,1540,Ketereh,Kelantan,,,,,https://www.mudah.my/rumah-banglo-1-tingkat-moden-di-ketereh-kelantan-untuk-dijual-114413584.htm
2026-05-29T03:25:51.757244+00:00,kelantan,bungalow,For Sale,"Banglo di Belakang Sk.Bechah Keranji, Peringat",350000.0,"RM 350,000",MYR,4,2,,1332,Peringat,Kelantan,,,,,https://www.mudah.my/banglo-di-belakang-sk-bechah-keranji-peringat-113470767.htm
2026-05-29T03:25:49.762236+00:00,kelantan,bungalow,For Sale,Rumah Banglo Split Level ,400000.0,"RM 400,000",MYR,6,6,,2449,Pasir Puteh,Kelantan,,,,,https://www.mudah.my/rumah-banglo-split-level-114864453.htm
2026-05-29T03:20:57.230172+00:00,kelantan,bungalow,For Sale,Banglo Mewah Fully Furnished di Wakaf Bharu,999999.0,"RM 999,999",MYR,5,3,,5300,Wakaf Baru,Kelantan,,,,,https://www.mudah.my/banglo-mewah-fully-furnished-di-wakaf-bharu-114864023.htm
2026-05-29T16:13:43.755031+00:00,kelantan,condo,For Sale,[For Sale] Condominium Permai Kota Bharu,330000.0,"RM 330,000",MYR,3,2,,1128,Kota Bharu,Kelantan,"Jalan Kuala Kerai, 15150 Kota Bharu, Kelantan",,,,https://www.mudah.my/for-sale-condominium-permai-kota-bharu-108428032.htm
2026-05-29T16:13:43.123028+00:00,kelantan,condo,For Sale,(Residensi Platinum @ Bayam) Kondo Mewah Di Pusat Bandar Kota Bharu,328000.0,"RM 328,000",MYR,3,2,,828,Kota Bharu,Kelantan,,,,,https://www.mudah.my/residensi-platinum-bayam-kondo-mewah-di-pusat-bandar-kota-bharu-110449716.htm
2026-05-29T16:13:42.308018+00:00,kelantan,condo,For Sale,For sale / Untuk dijual Bayan Residency Condominium Kota Bharu,295000.0,"RM 295,000",MYR,3,2,,882,Kota Bharu,Kelantan,"Jalan Hospital, Bandar Kota Bharu, 15000 Kota Bharu, Kelantan",,,,https://www.mudah.my/for-sale-untuk-dijual-bayan-residency-condominium-kota-bharu-114666712.htm
2026-05-29T16:13:41.881014+00:00,kelantan,condo,For Sale,Kondominium Kota Sri Mutiara Untuk Dijual,329000.0,"RM 329,000",MYR,3,2,,1380,Kota Bharu,Kelantan,"Jalan Sultan Yahya Petra, Bandar Kota Bharu, 15150 Kota Bharu, Kelantan",,,,https://www.mudah.my/kondominium-kota-sri-mutiara-untuk-dijual-114738405.htm
2026-05-29T16:13:40.060002+00:00,kelantan,condo,For Sale,1 Unit Condominium Bayan Residency untuk di jual/ sewa,348000.0,"RM 348,000",MYR,3,2,,950,Kota Bharu,Kelantan,"Jalan Hospital, Bandar Kota Bharu, 15000 Kota Bharu, Kelantan",,,,https://www.mudah.my/1-unit-condominium-bayan-residency-untuk-di-jual-sewa-114224148.htm
2026-05-29T16:13:39.758000+00:00,kelantan,condo,For Sale,Kota Sri Mutiara (Billion) Freehold 3R2B Condo,330000.0,"RM 330,000",MYR,3,2,,1250,Kota Bharu,Kelantan,"Jalan Sultan Yahya Petra, Bandar Kota Bharu, 15150 Kota Bharu, Kelantan",,,,https://www.mudah.my/kota-sri-mutiara-billion-freehold-3r2b-condo-114437564.htm
2026-05-29T16:13:39.532997+00:00,kelantan,condo,For Sale,"1,539 Kps Pelangi Mall Condominium, Kota Bharu | High Floor River View",280000.0,"RM 280,000",MYR,4,3,,1539,Kota Bharu,Kelantan,"Jalan Post Office Lama, Bandar Kota Bharu, 15000 Kota Bharu, Kelantan",,,,https://www.mudah.my/1-539-kps-pelangi-mall-condominium-kota-bharu-high-floor-river-view-114125592.htm
2026-05-29T16:13:39.297995+00:00,kelantan,condo,For Sale,Kondominium untuk dijual special price,280000.0,"RM 280,000",MYR,4,3,,1564,Kota Bharu,Kelantan,"Jalan Post Office Lama, Bandar Kota Bharu, 15000 Kota Bharu, Kelantan",,,,https://www.mudah.my/kondominium-untuk-dijual-special-price-114125341.htm
2026-05-29T16:13:39.117990+00:00,kelantan,condo,For Sale,pelangi mall condominium,349000.0,"RM 349,000",MYR,3,2,,1050,Kota Bharu,Kelantan,"Jalan Post Office Lama, Bandar Kota Bharu, 15000 Kota Bharu, Kelantan",,,,https://www.mudah.my/pelangi-mall-condominium-114754407.htm
2026-05-29T16:13:38.804988+00:00,kelantan,condo,For Sale,pelangi mall condominium,430000.0,"RM 430,000",MYR,4,3,,1600,Kota Bharu,Kelantan,"Jalan Post Office Lama, Bandar Kota Bharu, 15000 Kota Bharu, Kelantan",,,,https://www.mudah.my/pelangi-mall-condominium-114846599.htm
2026-05-29T16:13:38.631988+00:00,kelantan,condo,For Sale,Kondominium Permai Untuk Dijual ,288000.0,"RM 288,000",MYR,3,2,,1150,Kota Bharu,Kelantan,,,,,https://www.mudah.my/kondominium-permai-untuk-dijual-114179089.htm
